Zc,E0Tn,betaTn,elastic
-7225.06263327,0.63792387,0.43887884,0.61915392
-7224.03574821,0.67582287,0.00061900,0.67582283
-7227.28042050,0.67037203,0.11998696,0.66905534
-7332.74938673,0.64745799,0.00063161,0.64745795
-7253.89554260,0.66573344,0.00061038,0.66573341
-7233.66494022,0.66930949,0.10962756,0.66820877
-7243.75929442,0.67208839,0.00061560,0.67208836
-7234.04331100,0.67522004,0.00150117,0.67521984
-7231.07088475,0.67299855,0.00061643,0.67299851
-7280.02627061,0.62123000,0.46023599,0.59998259
-7254.50402258,0.66452285,0.05160405,0.66427736
-7267.11958009,0.60793547,0.62290639,0.56749804
-7262.26881376,0.65746879,0.10867076,0.65636771
-7222.40908124,0.63377783,0.46328692,0.61268391
-7285.97529639,0.58537920,0.68604858,0.53386575
-7281.34601962,0.63033752,0.33625939,0.61925299
-7208.71069381,0.68330531,0.00062707,0.68330527
-7292.48893225,0.63502884,0.20181020,0.63108836
-7210.47071127,0.64299859,0.46831667,0.62175592
-7236.56457086,0.67208129,0.04035560,0.67193286
-7305.12153179,0.64215313,0.00058817,0.64215310
-7240.15613792,0.65712469,0.23393822,0.65200367
-7310.70444623,0.60111496,0.58997067,0.56453626
-7251.81692529,0.64307258,0.34486132,0.63164349
-7229.91055801,0.67347998,0.08413732,0.67283587
-7251.90080694,0.62875114,0.43620961,0.60993348
-7265.82277574,0.64528955,0.26153535,0.63876405
-7225.49148040,0.65364487,0.29984343,0.64516519
-7253.14890933,0.63393575,0.40691683,0.61773038
-7231.34726492,0.63482430,0.48565670,0.61164430
-7238.27935603,0.67298178,0.00061641,0.67298174
-7257.64005764,0.63365499,0.42373335,0.61605501
-7248.86426277,0.67751898,0.00087294,0.67751891
-7251.09520561,0.63905964,0.36928480,0.62585281
-7257.98429378,0.65086445,0.19962131,0.64710360
-7366.52694877,0.62786046,0.00163098,0.62786020
-7255.98240253,0.60570938,0.60697394,0.56723252
-7240.77279141,0.66642713,0.00061039,0.66642710
-7269.98603989,0.65827445,0.00060406,0.65827441
-7241.05794933,0.63800603,0.42076774,0.62077663
-7247.94859817,0.66848317,0.00061228,0.66848314
-7284.94794390,0.66394347,0.02974516,0.66386184
-7277.56403031,0.60683967,0.59654787,0.56978978
-7241.20825201,0.64544155,0.32171481,0.63554386
-7276.82251871,0.60802019,0.63489109,0.56595975
-7265.72626641,0.63208773,0.41608857,0.61508252
-7254.30581951,0.66598626,0.13184223,0.66438570
-7275.68846659,0.64574078,0.28747437,0.63785388
-7284.86230838,0.66356029,0.00060777,0.66356026
-7260.52995707,0.65105901,0.23745125,0.64573285
-7259.30135309,0.67631436,0.00091681,0.67631428
-7263.77560933,0.64714559,0.26617821,0.64040470
-7279.98148571,0.65877324,0.11432706,0.65755686
-7312.69284618,0.65569943,0.00060057,0.65569940
-7252.46476944,0.62315761,0.56514492,0.59093171
-7286.85061315,0.66439857,0.00060856,0.66439854
-7252.26303226,0.64609825,0.34158163,0.63494085
-7305.28221252,0.66013499,0.01062816,0.66012451
-7276.92106377,0.64178010,0.32809740,0.63142286
-7259.69034558,0.62329692,0.56114784,0.59154493
-7283.77481233,0.66837891,0.00061218,0.66837887
-7279.15381710,0.66633847,0.00067468,0.66633842
-7327.65753400,0.60734643,0.48495577,0.58314653
-7356.88927313,0.64352358,0.00058941,0.64352355
-7280.71557079,0.62510959,0.45003459,0.60493962
-7261.07567149,0.63203227,0.45997238,0.61118484
-7248.15702743,0.68035716,0.00071804,0.68035711
-7282.86253835,0.66063841,0.11936815,0.65931604
-7294.41138479,0.66890420,0.00061270,0.66890417
-7267.09840888,0.62744980,0.50698364,0.60183618
-7277.30948631,0.63782713,0.37158511,0.62442709
-7289.12312607,0.62165705,0.44802640,0.60155495
-7285.38990019,0.63494296,0.39272815,0.61988606
-7270.01962290,0.65743376,0.21887825,0.65295517
-7296.79441442,0.60917111,0.64182582,0.56623912
-7335.46521078,0.65629717,0.00060113,0.65629713
-7286.18264530,0.67463445,0.00061798,0.67463441
-7272.85594160,0.66267549,0.22013062,0.65818141
-7301.69222840,0.63975315,0.37998351,0.62577682
-7274.32368039,0.66440173,0.17449291,0.66158885
-7271.32294334,0.65505811,0.31449219,0.64574393
-7358.62312151,0.64344703,0.07562590,0.64290238
-7297.80375159,0.63140862,0.43520971,0.61275968
-7282.81150513,0.64138647,0.35618818,0.62915422
-7361.19936908,0.64479697,0.00059059,0.64479694
-7287.15782871,0.60240801,0.70061577,0.55024064
-7282.97438097,0.64493495,0.35630022,0.63276357
-7271.47019589,0.63910352,0.49902690,0.61477427
-7309.61631052,0.66919655,0.00061293,0.66919652
-7288.28231310,0.61408867,0.59925545,0.57716053
-7318.25419696,0.65398379,0.00062889,0.65398375
-7306.34451446,0.63937135,0.22617959,0.63445170
-7278.14400984,0.66861711,0.00061240,0.66861708
-7302.56224817,0.63475790,0.31745755,0.62495770
-7264.56506761,0.64723925,0.35576773,0.63514860
-7264.24905307,0.66737966,0.11269537,0.66621306
-7271.44091952,0.66470790,0.00062594,0.66470786
-7266.21621211,0.64774543,0.22567540,0.64291158
-7289.40014358,0.66420684,0.00085538,0.66420678
-7262.35981710,0.66848108,0.03159197,0.66838963
-7251.71541764,0.64722798,0.29884748,0.63872029
-7312.22155794,0.65877088,0.00162027,0.65877064
-7272.51639571,0.60345975,0.65864450,0.55769313
-7290.42421514,0.58117813,0.76433860,0.51594754
-7321.86851594,0.63030506,0.24026793,0.62467008
-7261.91718849,0.66824525,0.00101211,0.66824515
-7234.18372087,0.64992033,0.32558258,0.63985228
-7260.54864710,0.66196946,0.03431432,0.66186050
-7262.37609384,0.62260481,0.46786580,0.60068435
-7220.58189112,0.68306237,0.00062566,0.68306234
-7272.68222596,0.62233801,0.43327628,0.60357922
-7231.10383473,0.66962843,0.00061332,0.66962840
-7240.40487723,0.62985752,0.40097398,0.61402356
-7239.44094768,0.62798655,0.44977557,0.60793551
-7300.73684723,0.63885519,0.00058514,0.63885516
-7222.73241911,0.67295410,0.00063673,0.67295407
-7240.92677725,0.66649698,0.00063065,0.66649694
-7237.97002564,0.66392511,0.00060818,0.66392507
-7254.38927149,0.63137382,0.33982106,0.62007000
-7236.04276776,0.66066512,0.09442157,0.65983805
-7255.84899172,0.66619204,0.00088515,0.66619197
-7212.28167262,0.60286921,0.68587142,0.55301436
-7203.83632487,0.67748284,0.00062052,0.67748280
-7280.29092470,0.65571593,0.00073972,0.65571588
-7214.87237148,0.67515986,0.00092676,0.67515979
-7245.48125148,0.63141797,0.37049936,0.61795882
-7224.07560008,0.64066050,0.35638411,0.62840051
-7240.04582275,0.64956809,0.17619391,0.64663419
-7212.62968422,0.66735143,0.12846317,0.66583507
-7213.57237326,0.66310153,0.15986277,0.66073672
-7209.87542577,0.65657711,0.28031496,0.64920558
-7228.97995304,0.65360804,0.11906863,0.65227812
-7212.78131224,0.61324988,0.61819778,0.57381162
-7219.10616100,0.66883845,0.10829879,0.66776352
-7216.14077599,0.67460706,0.00069483,0.67460702
-7230.29347019,0.63134575,0.39175006,0.61627723
-7247.31183305,0.61477133,0.54718939,0.58417917
-7205.87930958,0.63952766,0.40510633,0.62361207
-7228.53972913,0.66252596,0.00060683,0.66252592
-7181.57294847,0.67649861,0.10129639,0.67556895
-7192.97487060,0.67849824,0.01749932,0.67847060
-7220.96231984,0.66759929,0.00182855,0.66759898
-7227.19878697,0.62957607,0.41062454,0.61295269
-7210.48172296,0.65914683,0.14984694,0.65705701
-7218.78535860,0.64557197,0.28339487,0.63790663
-7223.46688638,0.63948704,0.33586992,0.62858939
-7220.11173152,0.66906253,0.00061283,0.66906249
-7224.45768982,0.62219728,0.48523700,0.59857015
-7196.59735564,0.64265244,0.38087772,0.62867428
-7190.35198645,0.61980241,0.60701267,0.58225264
-7247.88696297,0.65298522,0.04742421,0.65277422
-7219.61527670,0.66952438,0.01171419,0.66951183
-7296.70646611,0.63788899,0.00077532,0.63788893
-7210.90286246,0.63108483,0.42236590,0.61352663
-7206.93195310,0.67072795,0.00061433,0.67072792
-7245.00960239,0.58448086,0.79400964,0.51418633
-7242.36638768,0.61249816,0.56610348,0.57956538
-7192.78206373,0.67001599,0.00061370,0.67001596
-7320.48873643,0.62699390,0.00078733,0.62699384
-7216.96729878,0.63089141,0.44141272,0.61168246
-7219.73217027,0.64718120,0.26197289,0.64065307
-7199.12515025,0.65843626,0.19793689,0.65478155
-7207.76660508,0.67274189,0.00062511,0.67274185
-7208.87511579,0.65529479,0.13644735,0.65355227
-7248.98324363,0.57538165,0.79178323,0.50424822
-7236.52999270,0.60595470,0.56788913,0.57242911
-7206.64469168,0.64457678,0.30409160,0.63572906
-7241.53180916,0.61501730,0.52820754,0.58657342
-7217.52312118,0.66704754,0.00061097,0.66704750
-7220.21149814,0.66636964,0.00061034,0.66636961
-7206.06979593,0.63361874,0.45945769,0.61287257
-7214.37538189,0.66771803,0.00061159,0.66771800
-7236.72699379,0.65782653,0.11541703,0.65658503
-7296.36034570,0.63727165,0.03966138,0.63712045
-7204.33960035,0.64641365,0.36542970,0.63363404
-7203.85493551,0.68530650,0.00062769,0.68530646
-7224.45716658,0.65237067,0.15303364,0.65016815
-7291.55431521,0.64761702,0.12193551,0.64620928
-7230.34001890,0.66819223,0.02614783,0.66812955
-7209.68207680,0.67436445,0.00067667,0.67436441
-7217.05520563,0.67144853,0.00082077,0.67144847
-7209.92799322,0.66585371,0.08088616,0.66525160
-7208.66633960,0.66415390,0.14640226,0.66217428
-7209.91084436,0.64974746,0.38365209,0.63572094
-7193.18178302,0.61151804,0.73693833,0.55446122
-7230.79284240,0.65348682,0.12452036,0.65203192
-7234.72060014,0.61978264,0.48896801,0.59568619
-7275.85244315,0.65688543,0.00063992,0.65688539
-7255.46690923,0.62861525,0.34531126,0.61688755
-7228.44480813,0.62634095,0.50055162,0.60134048
-7225.47147469,0.64499382,0.30485221,0.63610730
-7236.84376562,0.65371919,0.25885049,0.64741088
-7200.93933722,0.67568899,0.00061902,0.67568895
-7218.31088802,0.67358712,0.07182329,0.67311788
-7255.66228435,0.61452118,0.52717792,0.58616679
-7247.57317767,0.66745319,0.05863686,0.66713759
-7275.96663904,0.65072975,0.00059601,0.65072971
-7218.23667837,0.67338363,0.04561708,0.67319433
-7218.24101255,0.67364610,0.00061701,0.67364607
-7231.61887453,0.67522944,0.00061848,0.67522940
-7242.47982510,0.64371742,0.33711129,0.63281176
-7241.54737303,0.67393687,0.00061728,0.67393683
-7278.97833859,0.66336562,0.00061304,0.66336559
-7259.77163644,0.66854439,0.00061581,0.66854436
-7237.91736587,0.68008286,0.00062297,0.68008282
-7254.15544419,0.67027301,0.00061394,0.67027297
-7290.52249971,0.64277647,0.15322600,0.64053533
-7266.43712093,0.61226012,0.65114080,0.56826435
-7246.53758988,0.67778352,0.00064501,0.67778349
-7259.08707035,0.65860293,0.28829580,0.65082739
-7270.49058857,0.65963776,0.00060440,0.65963773
-7295.08591504,0.65772622,0.00061213,0.65772619
-7252.58366827,0.64656405,0.36191581,0.63403442
-7301.60021481,0.60278983,0.61627644,0.56287698
-7260.18213897,0.61294405,0.55538620,0.58130440
-7280.02717272,0.65063243,0.19695354,0.64697040
-7264.41029709,0.67503431,0.00061828,0.67503427
-7257.48461789,0.66250182,0.19609791,0.65893702
-7273.81128097,0.65807047,0.16924312,0.65539908
-7266.82390521,0.66641049,0.00061038,0.66641045
-7254.44965777,0.65030028,0.22935503,0.64532665
-7250.04418304,0.65657499,0.25035504,0.65070170
-7270.85685618,0.67486819,0.00115807,0.67486807
-7248.79853995,0.62024759,0.53935972,0.59082209
-7259.11026143,0.66848159,0.00061233,0.66848156
-7255.89712254,0.64860461,0.25271071,0.64254553
-7256.67669479,0.67461763,0.02955244,0.67453833
-7236.99842548,0.63481966,0.50606990,0.60960883
-7242.35761864,0.66770891,0.00061157,0.66770888
-7252.26998598,0.63164794,0.42778312,0.61364633
-7229.39859612,0.67776143,0.00062077,0.67776139
-7294.40867502,0.65804861,0.00060476,0.65804858
-7302.45344224,0.65709577,0.00060185,0.65709573
-7228.78107074,0.67774671,0.04994456,0.67752124
-7232.70799820,0.67502048,0.00061827,0.67502044
-7279.09419298,0.59786924,0.64164395,0.55408801
-7268.79828579,0.66433754,0.00060850,0.66433751
-7272.57198220,0.66432963,0.00123175,0.66432949
-7314.35618093,0.64427194,0.00059010,0.64427191
-7222.89769471,0.67532401,0.08046199,0.67473657
-7253.04239616,0.65900077,0.21325485,0.65476027
-7248.00781611,0.66161442,0.08200373,0.66099158
-7232.61126083,0.65554490,0.21092395,0.65137487
-7247.31074775,0.63128333,0.40367730,0.61526955
-7234.79658249,0.64223338,0.33930360,0.63115819
-7260.55505051,0.66194359,0.00060656,0.66194356
-7228.18153241,0.67652098,0.00073339,0.67652093
-7236.63058265,0.61256983,0.59403617,0.57620667
-7241.70215834,0.67306274,0.02526354,0.67300465
-7231.94907455,0.67612911,0.00061933,0.67612907
-7264.07539715,0.65688067,0.00060170,0.65688064
-7250.35291076,0.65652670,0.10792380,0.65543916
-7225.32580548,0.67211386,0.00062196,0.67211382
-7215.68494461,0.67693055,0.00062002,0.67693051
-7241.30218504,0.66301192,0.06778027,0.66258737
-7228.63071652,0.67152525,0.00061507,0.67152521
-7229.80764462,0.64486121,0.26596645,0.63810701
-7227.53714958,0.67387682,0.00067835,0.67387678
-7233.05679910,0.67131048,0.00065538,0.67131044
-7227.98349419,0.67789288,0.00070502,0.67789283
-7236.63564693,0.64312823,0.25443842,0.63693281
-7247.48943047,0.65249922,0.00059764,0.65249919
-7215.84518960,0.66976868,0.00061362,0.66976864
-7217.36968930,0.66905811,0.02213596,0.66901325
-7241.90396802,0.66227710,0.00117617,0.66227697
-7215.42349029,0.65015512,0.32941136,0.63985075
-7217.31633347,0.67336834,0.00061675,0.67336830
-7226.97636274,0.66687658,0.00061081,0.66687654
-7221.10139610,0.61427425,0.58724427,0.57886787
-7230.76080208,0.67058899,0.00061421,0.67058895
-7282.46218937,0.64650350,0.00059214,0.64650347
-7219.42832096,0.62132336,0.49012759,0.59717263
-7221.97142277,0.66558342,0.00061011,0.66558338
-7205.62251639,0.67947374,0.00073339,0.67947370
-7226.01807177,0.66734418,0.00069447,0.66734414
-7210.57829471,0.66401229,0.07548477,0.66348649
-7203.71088833,0.66795180,0.00061180,0.66795176
-7215.12331055,0.67135513,0.00065942,0.67135509
-7212.44959034,0.62779555,0.46495726,0.60633700
-7197.22758175,0.67154840,0.00061508,0.67154837
-7216.48303444,0.64847712,0.22936202,0.64348910
-7225.53165978,0.66378556,0.00067018,0.66378552
-7225.85384454,0.65042747,0.21277027,0.64615027
-7230.65417543,0.67062212,0.00809361,0.67061613
-7222.24298978,0.61953807,0.56421659,0.58722289
-7214.78653491,0.66775269,0.00061161,0.66775265
-7209.99183441,0.67152576,0.00061513,0.67152573
-7212.73319031,0.67139058,0.00094346,0.67139050
-7233.88185497,0.62104531,0.45055780,0.60069085
-7215.90415403,0.63267532,0.35334680,0.62047034
-7189.03899169,0.67668945,0.00061979,0.67668942
-7211.46326769,0.67702632,0.00062012,0.67702628
-7239.48396964,0.66026848,0.00071791,0.66026843
-7216.84204878,0.66368276,0.00060788,0.66368273
-7204.75459253,0.66645437,0.15131185,0.66434686
-7195.79775591,0.62905917,0.55130620,0.59873447
-7217.22646904,0.63170197,0.39597596,0.61631140
-7227.06736398,0.62310539,0.45319232,0.60257852
-7190.06407087,0.67168474,0.00061521,0.67168470
-7216.28232530,0.67454030,0.00139909,0.67454012
-7212.46796812,0.66936917,0.01709847,0.66934242
-7217.27239308,0.64877220,0.24679752,0.64299612
-7221.02954648,0.62715276,0.54577595,0.59735361
-7201.37887234,0.64602760,0.34517015,0.63463116
-7244.51870976,0.65100729,0.13862647,0.64919672
-7221.34527032,0.67272026,0.00061616,0.67272022
-7219.53835699,0.62623147,0.50715376,0.60054829
-7213.34330614,0.65934737,0.20526410,0.65542171
-7229.23087692,0.67215951,0.00144691,0.67215932
-7228.21778790,0.62015146,0.49515658,0.59544377
-7226.16072151,0.66874640,0.00061252,0.66874636
-7220.68680890,0.66913663,0.00087516,0.66913656
-7225.36056082,0.60725913,0.66800367,0.56044680
-7228.27917534,0.67216346,0.00103048,0.67216337
-7214.32695084,0.65840714,0.21755367,0.65398936
-7236.70974184,0.67033047,0.00106851,0.67033036
-7236.65773127,0.66767900,0.03841585,0.66754360
-7242.62100527,0.63342813,0.36360287,0.62051256
-7236.84349283,0.67252756,0.00076703,0.67252751
-7258.81155009,0.65984822,0.00060437,0.65984819
-7239.58185128,0.66056476,0.06210533,0.66020702
-7227.53769437,0.67247039,0.00061593,0.67247035
-7251.51041673,0.63032235,0.38074182,0.61607477
-7252.27664945,0.66971690,0.00061541,0.66971686
-7253.76108916,0.66283435,0.00067443,0.66283431
-7247.13548169,0.66567032,0.00060975,0.66567029
-7229.01004472,0.67744562,0.00063223,0.67744558
-7266.67198450,0.65372113,0.09704818,0.65283809
-7262.15361395,0.59498089,0.68011546,0.54528802
-7272.61802293,0.66295108,0.00060723,0.66295104
-7249.28680476,0.66314871,0.09859483,0.66225026
-7247.72043410,0.66233622,0.19393459,0.65884897
-7234.11222736,0.63909316,0.40920422,0.62283840
-7248.46536101,0.65227533,0.23915594,0.64688225
-7271.93632893,0.63264023,0.28882316,0.62451169
-7254.77525932,0.67387579,0.04978089,0.67365051
-7251.13370217,0.66077186,0.15045027,0.65867035
-7255.99275943,0.62656148,0.49864047,0.60176457
-7254.50613474,0.66368821,0.07454036,0.66317523
-7254.51474235,0.66161936,0.12279830,0.66022189
-7258.15241175,0.67426921,0.01604941,0.67424581
-7241.11944432,0.66770784,0.00061159,0.66770781
-7244.61407944,0.67122762,0.00061479,0.67122758
-7255.86701383,0.67155659,0.00072630,0.67155655
-7280.47308191,0.65426214,0.00059926,0.65426211
-7242.52124444,0.68024442,0.00127414,0.68024427
-7250.91443353,0.66656411,0.00061052,0.66656408
-7244.36930662,0.67338833,0.00062274,0.67338830
-7278.37953935,0.61750593,0.50848026,0.59130443
-7309.78175453,0.62294929,0.27393491,0.61552691
-7300.31627942,0.56720290,0.79744890,0.49377966
-7320.82909178,0.64306246,0.00062091,0.64306242
-7273.88771440,0.61515664,0.46664708,0.59307853
