Zc,E0Tn,betaTn,elastic
-4003.77993106,0.76012401,0.00069621,0.76012397
-4007.10970699,0.75742622,0.00069374,0.75742618
-3996.69848596,0.75745732,0.00069380,0.75745729
-3992.53684246,0.75685502,0.00069323,0.75685498
-3981.33683552,0.75921925,0.00069540,0.75921921
-3977.82971723,0.75862238,0.00069485,0.75862234
-3962.83943077,0.76155919,0.00069753,0.76155915
-3967.05768931,0.75598680,0.00069242,0.75598676
-3958.09991143,0.75852499,0.00069475,0.75852495
-3945.94584504,0.75859564,0.00069481,0.75859560
-3944.93294538,0.75763172,0.00069395,0.75763168
-3944.48950988,0.75819625,0.00069448,0.75819622
-3931.32876267,0.75882374,0.00069505,0.75882371
-3917.56878793,0.76136516,0.00069736,0.76136512
-3914.80967948,0.75903388,0.00069521,0.75903384
-3911.07356670,0.75697679,0.00071190,0.75697675
-3907.14373390,0.75592448,0.00069238,0.75592445
-3902.84265240,0.75677134,0.00071427,0.75677130
-3892.12664504,0.75698614,0.00069334,0.75698610
-3887.19055409,0.75828365,0.00070214,0.75828361
-3879.72454884,0.75946900,0.00069563,0.75946896
-3880.11664859,0.75594842,0.00069240,0.75594838
-3866.40892082,0.75782192,0.00069410,0.75782188
-3862.99127897,0.75618705,0.00069263,0.75618701
-3856.77315856,0.75644325,0.00069287,0.75644321
-3846.45742323,0.75663847,0.00069302,0.75663843
-3839.58981106,0.75896311,0.00081536,0.75896306
-3824.67361305,0.76079949,0.00069684,0.76079945
-3829.84494603,0.75860597,0.00073219,0.75860593
-3822.21896605,0.75723013,0.00069356,0.75723009
-3814.13635104,0.75925003,0.00070057,0.75924999
-3806.03584132,0.76056395,0.00069661,0.76056391
-3803.70683372,0.75662938,0.00069301,0.75662934
-3791.76854120,0.76014718,0.00069630,0.76014714
-3791.49457013,0.75943980,0.00069562,0.75943976
-3784.66998011,0.75709863,0.00069345,0.75709859
-3774.11373854,0.76002711,0.00070044,0.76002707
-3765.47759867,0.75690989,0.00069327,0.75690985
-3757.93947842,0.75787747,0.00069416,0.75787743
-3751.57459959,0.75793031,0.00069420,0.75793027
-3750.12234369,0.75656626,0.00069297,0.75656622
-3736.13862375,0.75787707,0.00069416,0.75787703
-3739.87300385,0.75755045,0.00069386,0.75755041
-3728.84126895,0.75780654,0.00069411,0.75780650
-3720.35590926,0.75832487,0.00070297,0.75832483
-3716.70786612,0.75749638,0.00069381,0.75749634
-3707.27795170,0.75865502,0.00069488,0.75865498
-3692.13446179,0.75932024,0.00069548,0.75932020
-3699.13475968,0.75841415,0.00069779,0.75841411
-3687.86390920,0.75676969,0.00069316,0.75676965
-3682.83602815,0.75848359,0.00069472,0.75848355
-3675.78001967,0.75826923,0.00069452,0.75826920
-3671.85536368,0.76013665,0.00082241,0.76013660
-3665.28512072,0.75944504,0.00069559,0.75944500
-3657.68126623,0.75822540,0.00069449,0.75822536
-3643.79087012,0.75977924,0.00069591,0.75977920
-3650.43027944,0.75942559,0.00069558,0.75942555
-3659.84796974,0.76037730,0.00069645,0.76037726
-3664.61839875,0.75969518,0.00069583,0.75969514
-3679.71802936,0.75786595,0.00069415,0.75786591
-3684.55156692,0.75644309,0.00069284,0.75644306
-3694.56852480,0.75793132,0.00069421,0.75793128
-3701.16352745,0.76003347,0.00069627,0.76003344
-3698.41714872,0.76098796,0.00069702,0.76098792
-3717.58981368,0.75859990,0.00069482,0.75859986
-3721.09444649,0.75894976,0.00069517,0.75894972
-3724.08212175,0.75966743,0.00069579,0.75966739
-3734.78658685,0.75740334,0.00069372,0.75740330
-3744.22075372,0.75676044,0.00069313,0.75676040
-3749.08250791,0.75998034,0.00069608,0.75998030
-3759.11394918,0.75732552,0.00069366,0.75732548
-3764.54647605,0.75856146,0.00089616,0.75856140
-3775.22785839,0.75730083,0.00069364,0.75730079
-3782.12666197,0.75840831,0.00069467,0.75840827
-3798.42717477,0.75610692,0.00069254,0.75610688
-3793.27706676,0.75828296,0.00069453,0.75828292
-3798.93737977,0.75979964,0.00069606,0.75979961
-3811.96859390,0.75971969,0.00069588,0.75971965
-3819.10485605,0.75806652,0.00073037,0.75806648
-3822.61047881,0.75893000,0.00069513,0.75892996
-3821.94241628,0.75901522,0.00069521,0.75901518
-3839.60828285,0.75995907,0.00069610,0.75995903
-3845.76248923,0.75820105,0.00069448,0.75820101
-3857.58457236,0.75699605,0.00069336,0.75699601
-3860.17357320,0.75615414,0.00069261,0.75615410
-3864.18949831,0.75864631,0.00069487,0.75864627
-3872.37729135,0.75900673,0.00069519,0.75900669
-3875.54415169,0.76050440,0.00069656,0.76050436
-3885.98607846,0.75904132,0.00069522,0.75904128
-3894.87013657,0.75763949,0.00069394,0.75763945
-3907.23587395,0.75840000,0.00073542,0.75839995
-3913.71974632,0.75564327,0.00069211,0.75564323
-3915.28582258,0.75747304,0.00069379,0.75747300
-3925.70442363,0.75921404,0.00069538,0.75921400
-3938.23595374,0.75929481,0.00069549,0.75929477
-3932.40453817,0.76175010,0.00069772,0.76175006
-3947.34388708,0.75895350,0.00069514,0.75895346
-3956.30623317,0.75801098,0.00070398,0.75801094
-3962.78421284,0.76055962,0.00069673,0.76055958
-3970.20576027,0.75917510,0.00069535,0.75917506
-3979.87247151,0.75839804,0.00069466,0.75839800
-3979.95066973,0.75918968,0.00069536,0.75918965
-3994.62575178,0.75659408,0.00069300,0.75659404
-3992.66509857,0.76032009,0.00069640,0.76032005
-4005.47460029,0.75709825,0.00069345,0.75709822
-4001.15423848,0.76050664,0.00069657,0.76050660
-4022.10170332,0.75907802,0.00069553,0.75907798
-4029.28658035,0.75863469,0.00069486,0.75863465
-4033.46602158,0.75760307,0.00069390,0.75760303
-4042.80509392,0.75656414,0.00069295,0.75656411
-4049.41892854,0.75827618,0.00070184,0.75827614
-4049.33798518,0.76036118,0.00069643,0.76036114
-4066.63406341,0.75918443,0.00070378,0.75918439
-4067.83915659,0.75800905,0.00069427,0.75800901
-4078.95303512,0.75750366,0.00069382,0.75750362
-4088.91032412,0.76011296,0.00069620,0.76011292
-4088.10384708,0.76037789,0.00069645,0.76037785
-4092.49260669,0.76110923,0.00069714,0.76110919
-4104.26625285,0.76145978,0.00069744,0.76145975
-4116.20346809,0.75948061,0.00069562,0.75948057
-4122.33923276,0.75904674,0.00069524,0.75904670
-4113.74339617,0.75947959,0.00069563,0.75947955
-4110.30604286,0.75964083,0.00069581,0.75964079
-4105.22669977,0.75902711,0.00069521,0.75902707
-4092.92233773,0.75996851,0.00069608,0.75996847
-4092.53358572,0.75759304,0.00069393,0.75759300
-4085.82177868,0.75839092,0.00069463,0.75839088
-4072.60671105,0.76156342,0.00069753,0.76156338
-4068.71257594,0.76019689,0.00069628,0.76019685
-4069.53463438,0.75685288,0.00069323,0.75685284
-4061.98826347,0.75581124,0.00069227,0.75581120
-4049.60760057,0.76054045,0.00069659,0.76054041
-4047.15566963,0.75748954,0.00069382,0.75748950
-4039.98589907,0.75621241,0.00069264,0.75621237
-4033.05288407,0.75888529,0.00069509,0.75888525
-4026.54762972,0.75828422,0.00069453,0.75828418
-4022.56752715,0.75868805,0.00073604,0.75868801
-4008.70636437,0.75846358,0.00069469,0.75846354
-4010.22041348,0.75647749,0.00069288,0.75647745
-3993.85379230,0.75846536,0.00069469,0.75846532
-3995.68862683,0.75715393,0.00069350,0.75715389
-3986.32437011,0.76134754,0.00069736,0.76134750
-3985.07868818,0.75741126,0.00069373,0.75741122
-3979.32987985,0.75941169,0.00069556,0.75941165
-3963.54106867,0.76010004,0.00069619,0.76010000
-3962.17349059,0.75676744,0.00069314,0.75676741
-3956.43955274,0.76018306,0.00069627,0.76018302
-3944.01480048,0.76074074,0.00069678,0.76074070
-3946.53442477,0.75843558,0.00069468,0.75843554
-3934.16842240,0.75761925,0.00069392,0.75761921
-3936.03428368,0.75922131,0.00069541,0.75922127
-3924.89987164,0.75905694,0.00080289,0.75905689
-3907.97033488,0.76088060,0.00069691,0.76088056
-3905.99762824,0.75873527,0.00069495,0.75873523
-3903.65623514,0.75821972,0.00069448,0.75821968
-3900.35105364,0.75736942,0.00069539,0.75736938
-3889.18152922,0.75551907,0.00069199,0.75551904
-3885.46904053,0.75656885,0.00069296,0.75656881
-3880.05932498,0.75730250,0.00069365,0.75730246
-3872.22129956,0.75797855,0.00070523,0.75797851
-3867.01617547,0.75528722,0.00069178,0.75528718
-3859.75766804,0.75817633,0.00069443,0.75817629
-3847.82822195,0.76247574,0.00069837,0.76247570
-3842.59639323,0.75975998,0.00069588,0.75975995
-3842.02462939,0.75882040,0.00069502,0.75882036
-3834.12278100,0.75774768,0.00069405,0.75774764
-3827.09947865,0.75698804,0.00069336,0.75698801
-3812.16540164,0.76016439,0.00069626,0.76016435
-3813.30597674,0.75926247,0.00069544,0.75926243
-3803.45791891,0.75658142,0.00069297,0.75658139
-3798.32989066,0.75983641,0.00071033,0.75983637
-3795.36989764,0.75877827,0.00069498,0.75877823
-3789.49162292,0.75896479,0.00069518,0.75896475
-3780.25519328,0.75988706,0.00069599,0.75988702
-3770.84832280,0.75665600,0.00069307,0.75665597
-3765.19018314,0.75837695,0.00069461,0.75837691
-3760.00677926,0.75519443,0.00069172,0.75519439
-3751.26472635,0.75765277,0.00069395,0.75765273
-3750.23416038,0.75667300,0.00069308,0.75667296
-3743.49295163,0.76004734,0.00069679,0.76004730
-3731.81052213,0.75993123,0.00069605,0.75993119
-3727.74858551,0.75622461,0.00069264,0.75622457
-3722.01712148,0.76067549,0.00073870,0.76067545
-3709.46084474,0.76055650,0.00069664,0.76055646
-3722.71099683,0.75727794,0.00069362,0.75727791
-3732.87783408,0.75770153,0.00069401,0.75770149
-3727.36018601,0.76055537,0.00069661,0.76055533
-3746.27940484,0.75720689,0.00069356,0.75720685
-3750.25180933,0.75922213,0.00069539,0.75922209
-3759.73566501,0.75659972,0.00069299,0.75659968
-3765.06662504,0.75825488,0.00069453,0.75825484
-3768.01966253,0.75935508,0.00069551,0.75935504
-3782.19264435,0.75676335,0.00069317,0.75676331
-3782.89226555,0.75814146,0.00069440,0.75814142
-3797.04238602,0.75809629,0.00069437,0.75809625
-3806.43934961,0.75605093,0.00069248,0.75605089
-3801.22869710,0.76106174,0.00069707,0.76106170
-3819.11669249,0.75950595,0.00069565,0.75950591
-3827.76521729,0.75701466,0.00069336,0.75701462
-3831.94408321,0.76122901,0.00095742,0.76122893
-3833.94882953,0.76152125,0.00069749,0.76152121
-3847.77829032,0.75798054,0.00069425,0.75798050
-3857.01446117,0.75767472,0.00069398,0.75767468
-3859.66028999,0.75734169,0.00082472,0.75734163
-3875.54544598,0.75523056,0.00069176,0.75523052
-3874.56535756,0.75796582,0.00069424,0.75796578
-3883.17763138,0.75625387,0.00069267,0.75625383
-3890.74723743,0.75810915,0.00070564,0.75810910
-3900.16596908,0.75813425,0.00069442,0.75813421
-3908.42590780,0.75541102,0.00069190,0.75541099
-3914.68581272,0.75562434,0.00069212,0.75562430
-3923.94737435,0.75604616,0.00069249,0.75604612
-3928.68478559,0.76063660,0.00069668,0.76063656
-3931.24971181,0.76130714,0.00069730,0.76130710
-3942.01578628,0.76041921,0.00069649,0.76041917
-3952.77701440,0.75750746,0.00069383,0.75750742
-3964.46427179,0.75862943,0.00069484,0.75862940
-3962.10501011,0.75884044,0.00069505,0.75884040
-3974.30597522,0.75775148,0.00069406,0.75775144
-3982.34945964,0.75868363,0.00069493,0.75868359
-3981.99683320,0.76078424,0.00069682,0.76078420
-4000.02888486,0.75701235,0.00069338,0.75701231
-3998.90058109,0.75824336,0.00069449,0.75824333
-4014.02274072,0.75600013,0.00069246,0.75600009
-4014.32338839,0.75881812,0.00069502,0.75881808
-4028.18490324,0.75802320,0.00069431,0.75802316
-4033.00574020,0.75975513,0.00074392,0.75975509
-4038.52871748,0.75877078,0.00069497,0.75877074
-4047.99885512,0.75592372,0.00069236,0.75592368
-4050.71042957,0.76077526,0.00069681,0.76077522
-4063.15964515,0.75984719,0.00069596,0.75984715
-4071.67223477,0.75781836,0.00069413,0.75781833
-4079.85902761,0.75671936,0.00080840,0.75671931
-4086.94091108,0.75869533,0.00069491,0.75869529
-4089.03622637,0.75894050,0.00069514,0.75894046
-4101.78677831,0.75930927,0.00069547,0.75930923
-4113.85836577,0.75925916,0.00069542,0.75925912
-4116.92963185,0.75964735,0.00069608,0.75964732
-4123.82901788,0.75909808,0.00070075,0.75909804
-4133.25352522,0.75840295,0.00069466,0.75840291
-4142.93473477,0.75779669,0.00069408,0.75779665
-4144.93357333,0.75864608,0.00069486,0.75864604
-4154.64594440,0.75945354,0.00069562,0.75945350
-4154.73467236,0.76039832,0.00069647,0.76039829
-4164.33301808,0.76107193,0.00069708,0.76107189
-4178.77063821,0.75685964,0.00069323,0.75685960
-4184.69947788,0.75634973,0.00069277,0.75634970
-4187.98773480,0.75754290,0.00069385,0.75754286
-4191.29229297,0.75920296,0.00069537,0.75920292
-4190.17157740,0.75680692,0.00069317,0.75680688
-4187.15777914,0.75620859,0.00069263,0.75620855
-4179.05138555,0.76067950,0.00087497,0.76067944
-4168.43172988,0.75782442,0.00069413,0.75782438
-4159.30963092,0.76004953,0.00069616,0.76004949
-4155.65140532,0.75923529,0.00069540,0.75923525
-4153.97179424,0.75668513,0.00069307,0.75668509
-4153.30987219,0.75480441,0.00069134,0.75480437
-4139.52244605,0.75657022,0.00069298,0.75657018
-4133.01323024,0.75654572,0.00070367,0.75654568
-4129.24817077,0.75691402,0.00069327,0.75691398
-4125.18592789,0.75746253,0.00069381,0.75746249
-4113.82753148,0.75763609,0.00069393,0.75763605
-4108.40981135,0.75558214,0.00069206,0.75558210
-4102.20398598,0.75589218,0.00069237,0.75589214
-4090.84066533,0.75938593,0.00069554,0.75938589
-4079.38047445,0.76119728,0.00069720,0.76119724
-4085.41352537,0.75997257,0.00069608,0.75997253
-4074.89776468,0.75662110,0.00069300,0.75662106
-4067.52434788,0.75804115,0.00069432,0.75804111
-4054.52542849,0.75984857,0.00069596,0.75984853
-4052.47200735,0.75714484,0.00069348,0.75714480
-4048.94725111,0.75630529,0.00069272,0.75630525
-4034.78690132,0.76056857,0.00069665,0.76056853
-4037.33843751,0.75723012,0.00069356,0.75723008
-4026.97832010,0.76025804,0.00088024,0.76025798
-4024.20569410,0.75861759,0.00069483,0.75861755
-4011.85914881,0.75861676,0.00069483,0.75861672
-4008.03937312,0.75703394,0.00069339,0.75703390
-3999.78989289,0.75894637,0.00069515,0.75894633
-3994.27439339,0.75703560,0.00069340,0.75703556
-3982.55364430,0.76107172,0.00069709,0.76107168
-3982.94830015,0.75882021,0.00069502,0.75882017
-3978.80358331,0.75735512,0.00069368,0.75735508
-3964.40354213,0.76101069,0.00069703,0.76101065
-3963.74582137,0.75749696,0.00069383,0.75749692
-3958.96827367,0.75742477,0.00069374,0.75742473
-3949.32302762,0.75885225,0.00069507,0.75885221
-3937.21430753,0.76071559,0.00069676,0.76071555
-3928.61089177,0.75948335,0.00069565,0.75948332
-3924.55645535,0.76006402,0.00069618,0.76006399
-3926.18813206,0.75641690,0.00069284,0.75641686
-3915.30821393,0.75530486,0.00069180,0.75530482
-3911.49535017,0.75589182,0.00069234,0.75589178
-3907.89074843,0.75628361,0.00069271,0.75628357
-3899.82755424,0.75749134,0.00069380,0.75749130
-3889.46233957,0.75831462,0.00069455,0.75831458
-3886.94009718,0.75790328,0.00069418,0.75790324
-3879.60231162,0.75547460,0.00069197,0.75547456
-3875.34224898,0.75494949,0.00069148,0.75494945
-3864.79607728,0.75594151,0.00069296,0.75594147
-3859.25753690,0.75847679,0.00069471,0.75847675
-3844.78568481,0.76211176,0.00074094,0.76211171
-3844.44597440,0.75930975,0.00084946,0.75930969
-3841.22273028,0.75884437,0.00069506,0.75884433
-3830.69810933,0.75851042,0.00069474,0.75851038
-3824.64174989,0.75944250,0.00069566,0.75944246
-3818.95634379,0.76048579,0.00069657,0.76048575
-3820.88135125,0.75443349,0.00069100,0.75443345
-3799.30196298,0.76020988,0.00069630,0.76020984
-3802.89958210,0.75893493,0.00069513,0.75893489
-3795.59589925,0.75750200,0.00069384,0.75750196
-3784.34223153,0.76011430,0.00069620,0.76011426
-3797.05789366,0.75789485,0.00069418,0.75789481
-3798.12080638,0.75949051,0.00069564,0.75949047
-3806.08406299,0.75864490,0.00069486,0.75864486
-3814.86205451,0.75755027,0.00069386,0.75755023
-3817.54067355,0.75982322,0.00069594,0.75982318
-3829.66706893,0.75959552,0.00069573,0.75959548
-3837.72411989,0.75417025,0.00069077,0.75417021
-3838.34271150,0.75916574,0.00069533,0.75916570
-3844.60970335,0.75942252,0.00069558,0.75942248
-3861.39155456,0.75882115,0.00069502,0.75882111
-3870.08002666,0.75762888,0.00071916,0.75762884
-3877.39645807,0.75672434,0.00069313,0.75672430
-3879.30980021,0.75695465,0.00069331,0.75695461
-3887.68034618,0.75715365,0.00069351,0.75715361
-3898.89033973,0.75611441,0.00069254,0.75611437
-3898.66964716,0.75744157,0.00069376,0.75744153
-3912.11925346,0.75647130,0.00069289,0.75647126
-3914.03817365,0.75964136,0.00069577,0.75964133
-3922.82106666,0.75835307,0.00069460,0.75835304
-3925.18737201,0.75786003,0.00069416,0.75785999
-3940.26421611,0.76023826,0.00069632,0.76023823
-3950.20939289,0.75673998,0.00069312,0.75673994
-3956.69370152,0.75774913,0.00069407,0.75774909
-3953.64475219,0.75901062,0.00069519,0.75901058
-3973.61127635,0.75878527,0.00069500,0.75878523
-3977.99369848,0.75769967,0.00069403,0.75769963
-3979.09003069,0.75938610,0.00069554,0.75938606
-3991.82898810,0.75712977,0.00069347,0.75712973
-4002.32192688,0.76092185,0.00088852,0.76092179
-4006.99353197,0.75758098,0.00069390,0.75758094
-4017.89008227,0.75837934,0.00078361,0.75837929
-4020.43271127,0.75744479,0.00069379,0.75744475
-4029.13161942,0.75855306,0.00069477,0.75855302
-4038.11537412,0.75693596,0.00069330,0.75693592
-4039.44264609,0.75961347,0.00069575,0.75961343
-4055.41324660,0.75392440,0.00069054,0.75392436
-4059.30697742,0.75571788,0.00069220,0.75571785
-4060.53729082,0.75966497,0.00069580,0.75966493
-4076.03365190,0.75935192,0.00069553,0.75935188
-4089.16068224,0.75771755,0.00069402,0.75771751
-4093.47710649,0.75668492,0.00069307,0.75668488
-4100.13105501,0.76071985,0.00069678,0.76071981
-4100.78514736,0.76115960,0.00069717,0.76115956
-4109.34229338,0.75971992,0.00069585,0.75971988
-4121.42444726,0.75851004,0.00069474,0.75851000
-4130.32841071,0.75885938,0.00069507,0.75885934
-4138.58785806,0.75931902,0.00069548,0.75931898
-4147.76780569,0.76131993,0.00070740,0.76131989
-4153.40049354,0.76043957,0.00069650,0.76043953
-4155.59033997,0.75878406,0.00069500,0.75878402
-4159.17716423,0.76160204,0.00069760,0.76160200
-4173.22559831,0.75878828,0.00069501,0.75878824
-4186.08068388,0.75737672,0.00069370,0.75737668
-4188.63960426,0.75811905,0.00069437,0.75811901
-4190.44850481,0.76008486,0.00069618,0.76008482
-4204.11775732,0.75763103,0.00069394,0.75763099
-4212.43142424,0.75647455,0.00069289,0.75647451
-4213.86199519,0.75778810,0.00069409,0.75778806
-4230.78717665,0.75671304,0.00069309,0.75671300
-4235.85268609,0.75831165,0.00069456,0.75831161
-4242.65316879,0.75941686,0.00069556,0.75941682
-4253.38233935,0.75820992,0.00069446,0.75820988
-4258.31466132,0.75962768,0.00069579,0.75962764
-4265.51374441,0.76007949,0.00069620,0.76007945
-4272.74510875,0.75699998,0.00069335,0.75699994
-4261.24480774,0.76029537,0.00069637,0.76029533
-4263.20147905,0.75783398,0.00069413,0.75783394
-4250.26048658,0.76062308,0.00069669,0.76062304
-4248.06376127,0.75828913,0.00069457,0.75828909
-4240.73004016,0.76150885,0.00069748,0.76150881
-4230.28120445,0.75791609,0.00069421,0.75791605
-4228.38004938,0.75762997,0.00069396,0.75762993
-4214.37591137,0.75795401,0.00069424,0.75795397
-4214.81183354,0.75662546,0.00069876,0.75662542
-4207.11372915,0.75869471,0.00070479,0.75869467
-4193.77947450,0.75899164,0.00069518,0.75899160
-4190.64074413,0.75607907,0.00069251,0.75607903
-4193.29144673,0.75687242,0.00069324,0.75687238
-4181.55304940,0.76045259,0.00069653,0.76045255
-4168.85517379,0.75905009,0.00069523,0.75905005
-4172.43690002,0.75756397,0.00069390,0.75756393
-4161.97299716,0.75623324,0.00069268,0.75623320
-4159.16467620,0.75634024,0.00069275,0.75634020
-4149.92157272,0.75837844,0.00069501,0.75837841
-4145.28382958,0.75769764,0.00069399,0.75769761
-4137.53595069,0.75841948,0.00069490,0.75841944
-4130.28985600,0.76120469,0.00069720,0.76120466
-4127.51960178,0.76174639,0.00069771,0.76174635
