Zc,E0Tn,betaTn,elastic
4.41000000,0.35350327,0.19021387,0.29796517
4.41000000,0.35350327,0.19021387,0.29796517
4.46000000,0.55274831,0.39732858,0.38426644
3.18000000,0.35504239,0.17062690,0.31135440
4.17000000,0.37061708,0.20974966,0.30555212
3.54000000,0.33514542,0.24091047,0.23299056
2.61000000,0.34258058,0.19388249,0.28243767
2.92000000,0.25718335,0.23328868,0.10825741
4.01000000,0.38370129,0.16151321,0.34805195
3.29000000,0.35536666,0.23837453,0.26355843
2.50000000,0.32586435,0.21858483,0.24167798
3.97000000,0.43297117,0.15561320,0.40404030
3.97000000,0.43297117,0.15561320,0.40404030
4.45000000,0.36231017,0.25187529,0.26043713
3.03000000,0.25929246,0.20349256,0.16069647
3.03000000,0.25929246,0.20349256,0.16069647
3.03000000,0.25929246,0.20349256,0.16069647
2.30000000,0.30311792,0.22480804,0.20332687
2.62000000,0.29126600,0.22242592,0.18804944
3.12000000,0.33526721,0.19887372,0.26991359
2.27000000,0.30751336,0.19853919,0.23483325
2.27000000,0.30751336,0.19853919,0.23483325
3.74000000,0.35932474,0.17268492,0.31510981
2.60000000,0.32626571,0.21064623,0.24915353
3.79000000,0.34052923,0.22842181,0.25255422
3.19000000,0.35523712,0.18103475,0.30564658
3.20000000,0.37145422,0.16752961,0.33152989
3.77000000,0.30419505,0.27149981,0.13719505
1.69000000,0.37072884,0.22975916,0.29094776
3.35000000,0.38163591,0.13716291,0.35613523
3.35000000,0.38163591,0.13716291,0.35613523
2.31000000,0.31420361,0.20285860,0.23994228
2.39000000,0.29715249,0.21360025,0.20657816
3.95000000,0.37021574,0.21960448,0.29804961
2.49000000,0.31716872,0.21275194,0.23522885
3.33000000,0.38262784,0.12551144,0.36145670
3.78000000,0.27078553,0.19464705,0.18824805
3.78000000,0.27078553,0.19464705,0.18824805
3.78000000,0.27078553,0.19464705,0.18824805
3.70000000,0.33049675,0.18704368,0.27247526
2.78000000,0.28949467,0.22719524,0.17941429
2.71000000,0.26919831,0.11331493,0.24418734
3.44000000,0.37966996,0.13645634,0.35430065
3.82000000,0.29778274,0.20701630,0.21405328
3.77000000,0.23058166,0.19839283,0.11750825
2.76000000,0.31147742,0.21653675,0.22389735
3.35000000,0.35482545,0.18082495,0.30529237
2.40000000,0.30729748,0.22089270,0.21363088
3.22000000,0.29511896,0.21887560,0.19796129
3.22000000,0.29511896,0.21887560,0.19796129
2.78000000,0.19546398,0.07630704,0.17995389
2.92000000,0.21679855,0.17014337,0.13436088
2.56000000,0.38950334,0.00000000,0.38950334
2.56000000,0.38950334,0.00000000,0.38950334
3.25000000,0.16362146,0.15916419,0.03793075
3.25000000,0.16362146,0.15916419,0.03793075
