Zc,E0Tn,betaTn,elastic
-4096.01116092,0.65287242,0.00059798,0.65287239
-3801.45077175,0.74923073,0.00068623,0.74923069
-3792.24351743,0.75693894,0.00069330,0.75693890
-3792.05698215,0.75372237,0.00069036,0.75372233
-4036.32198637,0.68991091,0.00063190,0.68991087
-3840.79660922,0.73222505,0.00067067,0.73222501
-3770.15226640,0.75803401,0.00069430,0.75803397
-3777.54337398,0.75596773,0.00087482,0.75596767
-3774.07346216,0.75399168,0.00069060,0.75399164
-3784.43262753,0.74865446,0.00068573,0.74865442
-3782.98180616,0.75211156,0.00068887,0.75211152
-3776.80468175,0.75452182,0.00069108,0.75452178
-3759.28540107,0.75928383,0.00069566,0.75928379
-3764.37158983,0.74945779,0.00068647,0.74945775
-3760.59490629,0.74709030,0.00068428,0.74709026
-3786.95286262,0.73583294,0.00067398,0.73583290
-3756.21575026,0.75642980,0.00069285,0.75642976
-3749.93946833,0.75990596,0.00069603,0.75990592
-3777.31203625,0.75070751,0.00068759,0.75070747
-3748.29882449,0.75838814,0.00069465,0.75838811
-3746.50231405,0.75980793,0.00069660,0.75980789
-3744.49060789,0.75802995,0.00069430,0.75802991
-3744.14944918,0.75864516,0.00069487,0.75864512
-3756.93878005,0.74835654,0.00068544,0.74835650
-3742.44891150,0.75905602,0.00069525,0.75905598
-3744.53904132,0.75616170,0.00075442,0.75616165
-3731.41554241,0.75992183,0.00069603,0.75992180
-3731.18557365,0.75969497,0.00072896,0.75969493
-3733.56338812,0.75968820,0.00069582,0.75968816
-3733.90368361,0.75937424,0.00069553,0.75937420
-3729.00197585,0.75877963,0.00069499,0.75877959
-3732.53354399,0.75354700,0.00069020,0.75354696
-3727.96860044,0.75894753,0.00069514,0.75894749
-3727.52902191,0.75971867,0.00069585,0.75971863
-3725.03517466,0.75943203,0.00075871,0.75943198
-3736.56789072,0.75499016,0.00069151,0.75499012
-3723.20307528,0.75684899,0.00069324,0.75684895
-3721.26409464,0.75740455,0.00069372,0.75740451
-3716.87717847,0.75771711,0.00069402,0.75771707
-3717.92281936,0.75763879,0.00069394,0.75763875
-3721.39120362,0.75476923,0.00069132,0.75476919
-3710.19288034,0.75863083,0.00069485,0.75863079
-3768.48844065,0.74228761,0.00067989,0.74228758
-3761.04804211,0.74224098,0.00067985,0.74224094
-3705.23479664,0.76052293,0.00076414,0.76052288
-3705.36793992,0.75836765,0.00069460,0.75836761
-3700.80439501,0.75768954,0.00069401,0.75768951
-3704.03973422,0.76118075,0.00069760,0.76118071
-3707.82705130,0.75852494,0.00071637,0.75852490
-3710.34953610,0.75989992,0.00069601,0.75989988
-3716.35639593,0.75686831,0.00071750,0.75686826
-3844.47593704,0.68706493,0.25470929,0.68125678
-3721.16523477,0.75765114,0.00069396,0.75765110
-3732.15073461,0.74968119,0.00068665,0.74968115
-3722.61543921,0.75613699,0.00069256,0.75613695
-3730.70089856,0.75883374,0.00069506,0.75883371
-3734.20493045,0.75841625,0.00069466,0.75841621
-3734.78029800,0.75800315,0.00069427,0.75800311
-3738.31897783,0.75731384,0.00069366,0.75731380
-3737.93201612,0.75920019,0.00086967,0.75920013
-3746.63693120,0.75736694,0.00069369,0.75736691
-3749.87990436,0.75941720,0.00069557,0.75941716
-3767.06170307,0.75310640,0.00068979,0.75310636
-3753.06116375,0.75712809,0.00069347,0.75712805
-3763.73085454,0.75652088,0.00069293,0.75652084
-3760.64275951,0.75798185,0.00069426,0.75798181
-3757.33769141,0.76008472,0.00069618,0.76008468
-3765.39541137,0.75677290,0.00069315,0.75677287
-3766.05315393,0.75791956,0.00069422,0.75791952
-3770.02824376,0.75784129,0.00075408,0.75784124
-3771.48752890,0.75922751,0.00069542,0.75922747
-3780.88675513,0.75414994,0.00069076,0.75414990
-4175.04419364,0.63469360,0.00058133,0.63469356
-3805.54331891,0.72194624,0.00066125,0.72194620
-3794.15411606,0.74883404,0.00068588,0.74883400
-4057.95737167,0.65706220,0.00060182,0.65706217
-3813.57555180,0.73074132,0.00066931,0.73074128
-3950.72997852,0.71902467,0.00065857,0.71902464
-3953.64702050,0.71780343,0.00065745,0.71780339
-4176.30048621,0.64309130,0.00072086,0.64309125
-4071.29576476,0.60798301,0.51029591,0.58115756
-3985.98256443,0.69259573,0.00063436,0.69259569
-3950.07286489,0.70438892,0.00064516,0.70438888
-3813.04440318,0.75253718,0.00070054,0.75253714
-3823.03540615,0.75548284,0.00069200,0.75548280
-3816.30547644,0.75607321,0.00069251,0.75607317
-3839.21561398,0.74906343,0.00068608,0.74906339
-3821.97701710,0.75873258,0.00069494,0.75873254
-3825.89781822,0.75919638,0.00069538,0.75919634
-3823.10103569,0.75967340,0.00069580,0.75967336
-3830.47570324,0.75713742,0.00069366,0.75713738
-3853.38271558,0.75159145,0.00068841,0.75159141
-4217.51802910,0.63834977,0.00058467,0.63834974
-4439.36628951,0.64694474,0.00059255,0.64694470
-3866.62316371,0.74412371,0.00068159,0.74412368
-4357.56845063,0.61749471,0.00070379,0.61749466
-4662.36688798,0.65522460,0.00060013,0.65522457
-5036.62886015,0.55337127,0.11604078,0.55187883
-5145.26296372,0.59946967,0.00054907,0.59946964
-5244.02170776,0.59061113,0.00099363,0.59061102
-5555.44658847,0.54176972,0.00049622,0.54176970
-5723.07701497,0.49746190,0.18355368,0.49329614
-5227.23428963,0.41155555,0.70852569,0.32845382
-5206.44121227,0.53045842,0.15437879,0.52769937
-4938.61944377,0.57293213,0.23022366,0.56723748
-4590.41226635,0.57545798,0.00157728,0.57545771
-4344.67323413,0.56818081,0.55634049,0.53377324
-3882.62678902,0.75996606,0.00069607,0.75996602
-3882.73707406,0.75894872,0.00071559,0.75894868
-3890.53560554,0.75783208,0.00069413,0.75783204
-3891.91881380,0.75972269,0.00069602,0.75972265
-3894.55741768,0.75807403,0.00069437,0.75807399
-3890.47916457,0.75860068,0.00069482,0.75860065
-3884.18526275,0.76005737,0.00069615,0.76005733
-3888.19115988,0.75849973,0.00069475,0.75849969
-3887.09830595,0.75858194,0.00069481,0.75858190
-3892.22454182,0.75179062,0.00068858,0.75179058
-5033.53692930,0.58055926,0.07666292,0.57993887
-5107.45268215,0.59278765,0.00054294,0.59278762
-5155.76960487,0.52882630,0.18775517,0.52472743
-5372.36376772,0.44423395,0.65980961,0.37949122
-5663.83178682,0.51020821,0.10721217,0.50882644
-5472.99579738,0.55617487,0.00135055,0.55617467
-5207.34378127,0.54108983,0.33267966,0.52841312
-4863.81788944,0.59551557,0.22540857,0.59026662
-4364.64114267,0.62333478,0.00057092,0.62333474
-3879.55166420,0.75548604,0.00069197,0.75548600
-3881.76972505,0.74934094,0.00068637,0.74934090
-4512.90157336,0.62677725,0.00057408,0.62677722
-4338.04840818,0.57808079,0.26502908,0.57059000
-3857.76624040,0.76030952,0.00076069,0.76030947
-3858.94963514,0.75879699,0.00069508,0.75879695
-3870.78597155,0.75433941,0.00069092,0.75433937
-3855.36297491,0.75928643,0.00069545,0.75928639
-3860.76926887,0.75311025,0.00068980,0.75311021
-3856.42639136,0.75445319,0.00069102,0.75445316
-3844.89176858,0.75745007,0.00078911,0.75745002
-4062.69909877,0.69838741,0.00076378,0.69838736
-3998.82257511,0.71962607,0.00065912,0.71962603
-3992.51501708,0.72188797,0.00066119,0.72188793
-4001.49555250,0.71576705,0.00065559,0.71576701
-4157.25874781,0.66286454,0.00060714,0.66286451
-4231.87477244,0.63998274,0.00058622,0.63998271
-3996.99271798,0.71169872,0.00065186,0.71169869
-4084.70547662,0.68013683,0.04216621,0.67997670
-4409.90241047,0.62755868,0.00057479,0.62755865
-4442.22476844,0.61036724,0.00055905,0.61036721
-4477.76422924,0.58263816,0.00107141,0.58263804
-4107.78848605,0.67824209,0.00062122,0.67824206
-4398.74894892,0.60044752,0.19233451,0.59666208
-4182.72077055,0.64789982,0.00059342,0.64789978
-3821.98233958,0.75021690,0.00071206,0.75021686
-3829.20273018,0.75179006,0.00068859,0.75179003
-3826.47987034,0.75623585,0.00069266,0.75623581
-3816.94094011,0.75845760,0.00071697,0.75845756
-3812.59691513,0.75967966,0.00069581,0.75967962
-3816.51441217,0.75405616,0.00069066,0.75405612
-3800.79456051,0.76183314,0.00069778,0.76183310
-3887.49730646,0.73318829,0.00067156,0.73318825
-3805.95574463,0.75873115,0.00069494,0.75873111
-3804.44171634,0.75858615,0.00069481,0.75858611
-3803.96385084,0.75828402,0.00069453,0.75828399
-3803.06382583,0.75865576,0.00069489,0.75865572
-3801.31666239,0.75857886,0.00091466,0.75857879
-3796.64239412,0.75667550,0.00069306,0.75667546
-3809.91117687,0.75404013,0.00069066,0.75404009
-3792.22070494,0.75799737,0.00069427,0.75799733
-3791.81717742,0.75791949,0.00069421,0.75791945
-3787.15695102,0.75748081,0.00069380,0.75748077
-3787.72873436,0.75851167,0.00069475,0.75851163
-3785.96451454,0.75693241,0.00069329,0.75693237
-3781.77509389,0.75939286,0.00069574,0.75939282
-3781.60195109,0.75858594,0.00069493,0.75858591
-3781.32760104,0.75932233,0.00069548,0.75932230
-3782.07664219,0.75942966,0.00069560,0.75942962
-3780.02956577,0.75988013,0.00079688,0.75988008
-3787.15511035,0.75869282,0.00069490,0.75869278
-3784.33433578,0.76064352,0.00076300,0.76064347
-3841.29098369,0.74031863,0.00067807,0.74031860
-3790.12127784,0.76069225,0.00069674,0.76069221
-3809.95877583,0.75440051,0.00069099,0.75440047
-3796.47637282,0.75971384,0.00069587,0.75971380
-3807.51603111,0.75961572,0.00069575,0.75961568
-3808.04541112,0.75863816,0.00069486,0.75863812
-3821.87863583,0.75627506,0.00069270,0.75627502
-3826.15093265,0.75513914,0.00069165,0.75513910
-3822.26696095,0.75922769,0.00069539,0.75922765
-3824.95820594,0.75886673,0.00069507,0.75886669
-3824.04955822,0.76101457,0.00069808,0.76101453
-3830.45522464,0.76024172,0.00069704,0.76024168
-3831.29502392,0.75881346,0.00069502,0.75881342
-3836.34776996,0.75897944,0.00069518,0.75897940
-3844.74861403,0.75891172,0.00071639,0.75891168
-3842.28326513,0.75365878,0.00069030,0.75365874
-3845.20256134,0.75950218,0.00069565,0.75950214
-3851.61190112,0.75921101,0.00069539,0.75921097
-3888.63029486,0.74439875,0.00068181,0.74439872
-3855.29900425,0.74842425,0.00068553,0.74842421
-4011.39115030,0.72035365,0.00075991,0.72035360
-4238.07207667,0.66384821,0.00061053,0.66384818
-4287.07415378,0.64808931,0.00093043,0.64808923
-4654.52730846,0.51146679,0.85950745,0.41364360
-4670.17343488,0.61794203,0.00056598,0.61794200
-4800.40274669,0.51817905,0.51951135,0.48522959
-4654.69387333,0.58605223,0.05323846,0.58575593
-4144.89241360,0.68726285,0.00068486,0.68726281
-4154.42026817,0.68213952,0.00062479,0.68213948
-4273.89658601,0.65731918,0.00060205,0.65731915
-4048.90930080,0.71906117,0.00065861,0.71906114
-4059.99216602,0.71538589,0.00065525,0.71538585
-4066.98746409,0.71338067,0.00065340,0.71338064
-4239.81376591,0.67213211,0.00061563,0.67213208
-4260.39393174,0.66227189,0.00064872,0.66227185
-4097.79191146,0.70975819,0.00065010,0.70975815
-3919.52197012,0.74832849,0.00068543,0.74832845
-3915.41305868,0.75634956,0.00069276,0.75634952
-3911.21287640,0.76111987,0.00069713,0.76111983
-3955.39506997,0.73952122,0.00067736,0.73952118
-3972.46847696,0.74731245,0.00068448,0.74731241
-3928.34200777,0.75804585,0.00069432,0.75804582
-3934.68966427,0.75754529,0.00069386,0.75754525
-3947.95133218,0.75393879,0.00069055,0.75393876
-3961.86054042,0.74748629,0.00068465,0.74748626
-3968.97266113,0.74344315,0.00068094,0.74344311
-4487.48705574,0.63008035,0.11288935,0.62884029
-4833.65559909,0.50954813,0.58404202,0.46674824
-5298.66913699,0.58847065,0.00053899,0.58847062
-5130.93156892,0.58237941,0.00056860,0.58237938
-4019.39711296,0.74558079,0.00068290,0.74558075
-3958.52015912,0.75797659,0.00069425,0.75797655
-3966.32263229,0.75995098,0.00069606,0.75995094
-4956.09281585,0.58526585,0.00053605,0.58526582
-4923.04590572,0.57029521,0.00052234,0.57029519
-3975.85499190,0.75945380,0.00069561,0.75945376
-3981.06150082,0.75928032,0.00069545,0.75928028
-3984.23252974,0.75761681,0.00069393,0.75761677
-3986.12151310,0.75108942,0.00068794,0.75108938
-3991.61465319,0.76046691,0.00069654,0.76046688
-3993.21604968,0.75654153,0.00069295,0.75654149
-3994.02987087,0.75997457,0.00069608,0.75997453
-3993.16242292,0.75885782,0.00069505,0.75885778
-3989.23928343,0.75840674,0.00069467,0.75840670
-3990.87866365,0.75806287,0.00069433,0.75806283
-3985.98076292,0.75962547,0.00069577,0.75962543
-4489.24545368,0.62710297,0.00057437,0.62710294
-3976.79895442,0.76007970,0.00069617,0.76007966
-3980.39068296,0.75433816,0.00069093,0.75433812
-3981.60728188,0.75712792,0.00069349,0.75712788
-3978.10934872,0.75267415,0.00068941,0.75267411
-3979.70959427,0.75760722,0.00069394,0.75760718
-3972.99828313,0.75240300,0.00068914,0.75240296
-5383.71978809,0.57847259,0.00126385,0.57847242
-4503.73222093,0.64435200,0.00059017,0.64435197
-4699.27792363,0.54219354,0.44283508,0.51956831
-4010.39262957,0.73584947,0.00067398,0.73584943
-3956.59195898,0.75727506,0.00069371,0.75727502
-3954.15173369,0.75770288,0.00069400,0.75770284
-3961.92074888,0.75720826,0.00069356,0.75720822
-3969.60028245,0.75513418,0.00069165,0.75513414
-3945.99283001,0.75742682,0.00081320,0.75742677
-3949.85842370,0.75384861,0.00069047,0.75384857
-3956.22700755,0.75327900,0.00068995,0.75327896
-4149.36935253,0.69170076,0.00063354,0.69170072
-4088.86248313,0.71852944,0.00065813,0.71852940
-4055.82638505,0.72889521,0.00066762,0.72889517
-4055.15877751,0.72573577,0.00066472,0.72573573
-4215.79804651,0.67488602,0.00061815,0.67488599
-4135.24508549,0.69784415,0.00063922,0.69784411
-4111.70886923,0.70521908,0.00064593,0.70521905
-4251.71317815,0.66960223,0.00061331,0.66960219
-4256.68704841,0.67035468,0.00072546,0.67035463
-4139.31163894,0.69706371,0.00063850,0.69706367
-4203.33998721,0.65510858,0.21988004,0.65057260
-4511.40091420,0.59126597,0.12646888,0.58960676
-4642.43323779,0.59765154,0.00055902,0.59765151
-4656.60059546,0.61701343,0.00117520,0.61701329
-4375.26679780,0.64198869,0.02561183,0.64192610
-4384.76007283,0.63727832,0.00058370,0.63727828
-4277.07118635,0.60764512,0.40700843,0.59071122
-4243.95506781,0.66054865,0.00060502,0.66054862
-4631.02905563,0.59875679,0.00054853,0.59875676
-4491.16726280,0.61200547,0.00056057,0.61200544
-4067.59933629,0.69232748,0.00105810,0.69232739
-3897.48054344,0.74087438,0.00067858,0.74087434
-4067.42730985,0.71092528,0.00076193,0.71092523
-3882.77142271,0.75518455,0.00069169,0.75518451
-3883.39503635,0.75922174,0.00069539,0.75922170
-3877.96397583,0.76006218,0.00069616,0.76006214
-3874.70025493,0.75977415,0.00074940,0.75977410
-3887.86628939,0.75285087,0.00068956,0.75285083
-3870.66670401,0.76061186,0.00069685,0.76061182
-3866.83598151,0.75977259,0.00069590,0.75977255
-3868.61823027,0.75957898,0.00069571,0.75957894
-3861.95337440,0.75935224,0.00069553,0.75935221
-3875.21779671,0.75422384,0.00069081,0.75422380
-3858.28012736,0.75901149,0.00069520,0.75901145
-3856.31944474,0.75761315,0.00069391,0.75761311
-3856.05154491,0.75505012,0.00069157,0.75505008
-3849.95047002,0.75804140,0.00069432,0.75804136
-3853.80200945,0.75442499,0.00069101,0.75442495
-4138.47583986,0.61745100,0.10450841,0.61636661
-3843.61800194,0.75802275,0.00072697,0.75802271
-3847.46744926,0.75844125,0.00069524,0.75844121
-3846.52162647,0.75922139,0.00069539,0.75922135
-3844.79539914,0.75998972,0.00069610,0.75998968
-3852.80333731,0.75854687,0.00069480,0.75854683
-3855.13559395,0.75889253,0.00069509,0.75889249
-3937.50309504,0.73091302,0.00066946,0.73091298
-3860.44019505,0.75878938,0.00069501,0.75878934
-3881.84333027,0.75596517,0.00069241,0.75596513
-3866.16478108,0.75858860,0.00069481,0.75858856
-3878.00332427,0.75588360,0.00069233,0.75588356
-3872.44269516,0.75981045,0.00069594,0.75981041
-3874.10011514,0.75885548,0.00070534,0.75885544
-3882.84572962,0.75861455,0.00069512,0.75861451
-3884.79167264,0.75846742,0.00069470,0.75846739
-3887.47311863,0.75763399,0.00069394,0.75763395
-3888.89554908,0.75931866,0.00069549,0.75931862
-3896.64465538,0.75598674,0.00069244,0.75598670
-3895.21198001,0.75690324,0.00072714,0.75690319
-4040.94042738,0.72015879,0.00065962,0.72015875
-4047.57029037,0.71953047,0.00065907,0.71953043
-4075.07772787,0.70935665,0.00064971,0.70935662
-4091.72072654,0.69300022,0.15166844,0.69096411
-4547.88105497,0.62263097,0.00085459,0.62263090
-4551.19821877,0.60916458,0.00055795,0.60916454
-4252.69512019,0.64325419,0.24826257,0.63735842
-4239.12719915,0.66864155,0.00061242,0.66864152
-4095.08558316,0.70895920,0.00064937,0.70895916
-4299.13698018,0.60219554,0.51545609,0.57453619
-4670.87564916,0.57870615,0.16415014,0.57584721
-4669.15428908,0.58610229,0.00066887,0.58610225
-4469.43492264,0.59856391,0.00257497,0.59856323
-4528.65166107,0.58212028,0.00053318,0.58212025
-4718.36040621,0.56469743,0.00051744,0.56469740
-4432.15255723,0.64030236,0.00058647,0.64030233
-4459.37919070,0.66307423,0.17805193,0.66013928
-4422.28130481,0.62193147,0.00056964,0.62193144
-4287.55740442,0.64821427,0.00059371,0.64821424
-4147.87746541,0.68690422,0.16977625,0.68432922
-4128.43431417,0.70860835,0.00064903,0.70860832
-4139.43572566,0.69613731,0.08607879,0.69548507
-4494.88713880,0.62983510,0.00057688,0.62983507
-4473.83514487,0.62246244,0.00057030,0.62246240
-3960.74559880,0.75658474,0.00069297,0.75658471
-3984.41990225,0.75182722,0.00068861,0.75182718
-3995.99305802,0.74708205,0.00068429,0.74708201
-3987.45406179,0.75420257,0.00069081,0.75420253
-3992.42508692,0.74701486,0.00068422,0.74701482
-3973.28498843,0.76078664,0.00070109,0.76078660
-3977.78515833,0.75473587,0.00069128,0.75473583
-3981.38149210,0.75928188,0.00069544,0.75928184
-3984.61066601,0.74615915,0.00068342,0.74615911
-3990.71100581,0.75723510,0.00069357,0.75723506
-3984.98613508,0.76009740,0.00069619,0.76009736
-3986.53509639,0.75837184,0.00069462,0.75837180
-3994.01323198,0.75603400,0.00069247,0.75603396
-3993.71994386,0.75866032,0.00069488,0.75866028
-3998.46360145,0.75668521,0.00069309,0.75668517
-4003.95833843,0.75668959,0.00073531,0.75668954
-4009.87913752,0.74501585,0.00068239,0.74501582
-4055.53178075,0.74215823,0.00067978,0.74215819
-4007.36281708,0.74679055,0.00068400,0.74679052
-4010.55287746,0.75842614,0.00069466,0.75842610
-4384.84246999,0.62608475,0.64167579,0.58441681
-4014.44014867,0.75786337,0.00069414,0.75786333
-4021.18115846,0.75982253,0.00070734,0.75982249
-4016.60008386,0.75836311,0.00069462,0.75836307
-4017.08393717,0.75529793,0.00069180,0.75529789
-4015.08540031,0.75728962,0.00069362,0.75728958
-4015.86477169,0.75354444,0.00069019,0.75354440
-4022.06840598,0.75227825,0.00068906,0.75227821
-4006.37585208,0.75935079,0.00069551,0.75935075
-4003.79218391,0.75552923,0.00069202,0.75552920
-4002.23385044,0.75802016,0.00069429,0.75802012
-3998.01412864,0.75889560,0.00069510,0.75889556
-4008.34372162,0.75291619,0.00068962,0.75291616
-3994.75374089,0.75971832,0.00069584,0.75971828
-3988.45876456,0.75998840,0.00069651,0.75998836
-3993.78513197,0.75930787,0.00069549,0.75930783
-3994.56005064,0.75705831,0.00072272,0.75705827
-3989.05950818,0.75743700,0.00069375,0.75743697
-3999.78033425,0.75203476,0.00068882,0.75203472
-3979.14461228,0.75995311,0.00069606,0.75995307
-3982.78480403,0.75797886,0.00069425,0.75797882
-3983.55746652,0.75215871,0.00068892,0.75215867
-3978.00133934,0.75867144,0.00069490,0.75867140
-3976.96780139,0.75863832,0.00069485,0.75863828
-4120.87567992,0.71949372,0.00065902,0.71949369
-4216.87029183,0.68906362,0.00063113,0.68906359
-4667.71417542,0.62859088,0.00057574,0.62859085
-4649.16079392,0.63353075,0.00152643,0.63353052
-4469.94817725,0.62134105,0.00056911,0.62134101
-4265.84821157,0.63292643,0.41384699,0.61612935
-4473.86448270,0.60238723,0.00079982,0.60238717
-4565.04121158,0.59535437,0.00054540,0.59535434
-4678.41816254,0.59008784,0.00054048,0.59008781
-4722.40658439,0.59542070,0.00054536,0.59542067
-4728.69936748,0.59057927,0.00054092,0.59057923
-5033.80380716,0.53828267,0.00049303,0.53828264
-4736.22613030,0.57305674,0.00052488,0.57305671
-4749.04048940,0.54959694,0.16025326,0.54672741
-4727.76751577,0.57152536,0.00057032,0.57152533
-4725.31695557,0.55385944,0.15943184,0.55104130
-4618.89820561,0.57884772,0.00055264,0.57884769
-4501.58513127,0.59666420,0.00074591,0.59666414
-4351.82340861,0.61173516,0.33108783,0.60065927
-4386.74483836,0.63643233,0.07021134,0.63595772
-4438.39367056,0.65866621,0.12216214,0.65727699
-4304.31565853,0.66394016,0.00140689,0.66393998
-4081.25167047,0.72318422,0.00066239,0.72318418
-4058.60352043,0.72578261,0.00066479,0.72578257
-4078.59489623,0.71537084,0.00065522,0.71537080
-4054.21998615,0.72485939,0.00066392,0.72485935
-4042.73940927,0.72859526,0.00066733,0.72859522
-3925.99212490,0.75641463,0.00069282,0.75641459
-3921.49943714,0.75822869,0.00069449,0.75822865
-3920.24921471,0.75742370,0.00072692,0.75742365
-3915.97405365,0.75751000,0.00069382,0.75750996
-3918.13603135,0.75662419,0.00069301,0.75662415
-3914.19673009,0.75877848,0.00069498,0.75877844
-3913.05858703,0.75730289,0.00069364,0.75730285
-3909.21777568,0.76042204,0.00069651,0.76042200
-3911.33127831,0.75673842,0.00069313,0.75673838
-3906.10253645,0.75984900,0.00073954,0.75984896
-3905.09456947,0.75321498,0.00071961,0.75321494
-3903.62372943,0.75716338,0.00069350,0.75716334
-3904.16268116,0.75709606,0.00069345,0.75709602
-3901.09704036,0.75939050,0.00069555,0.75939047
-3900.67597458,0.75925413,0.00069542,0.75925409
-3900.08733904,0.75856221,0.00069479,0.75856217
-3904.50488013,0.75676631,0.00072233,0.75676627
-3905.33082476,0.75753511,0.00069385,0.75753507
-3911.28978497,0.75287886,0.00068958,0.75287882
-3916.55263600,0.75646381,0.00069286,0.75646377
-3911.35991028,0.75507270,0.00070518,0.75507266
-3931.74495590,0.74996610,0.00068691,0.74996606
-3923.57946976,0.75921678,0.00069539,0.75921674
-3933.30238608,0.75642509,0.00092350,0.75642502
-3941.12955975,0.75213190,0.00068892,0.75213186
-3936.03090486,0.75939635,0.00069557,0.75939631
-4066.96762600,0.71766964,0.00065733,0.71766960
-3948.74440194,0.75729120,0.00069363,0.75729116
-3948.67323596,0.75874360,0.00069496,0.75874356
-3952.88125880,0.75650890,0.00069290,0.75650886
-4071.05747995,0.72816391,0.00066694,0.72816387
-4274.83781232,0.65698551,0.00060174,0.65698548
-4345.22144635,0.66483712,0.00060894,0.66483708
-4356.68907199,0.66897198,0.00061273,0.66897195
-4368.87806146,0.67029725,0.00061394,0.67029721
-4307.57700107,0.66540869,0.00060946,0.66540865
-4172.43300086,0.70236414,0.00064331,0.70236411
-4608.39741774,0.57807905,0.14222517,0.57593182
-4705.55472174,0.57463284,0.00055632,0.57463281
-4901.60033801,0.49439925,0.42900059,0.47104727
